425746 15794
438 232325 0.16666666666666666
438 389349 0.5
486 1451 1.0
647 42777 1.0
647 172107 0.3333333333333333
647 181038 0.3333333333333333
647 350609 0.25
647 395256 0.2
1339 54492 1.0
1339 54493 0.5
1339 54494 0.3333333333333333
1339 55722 0.25
1339 57259 0.2
1451 7742 1.0
1451 7932 0.5
1451 26612 0.3333333333333333
1451 86837 0.125
1451 232325 0.16666666666666666
1451 274775 0.16666666666666666
1451 319978 0.14285714285714285
1451 319979 0.125
1451 319980 0.1111111111111111
1451 319981 0.1
1558 24529 1.0
1558 48841 0.5
1558 55226 0.3333333333333333
1558 79381 0.25
1558 99565 0.2
1558 103938 0.16666666666666666
1558 127131 0.14285714285714285
1558 131396 0.125
1558 131397 0.1111111111111111
1991 86183 1.0
1991 90269 0.5
1991 97631 0.3333333333333333
1991 128656 0.25
1991 190584 0.2
1991 193660 0.16666666666666666
1991 237210 0.14285714285714285
1991 259342 0.125
1991 261489 0.1111111111111111
1991 261490 0.1
1991 261491 0.09090909090909091
1991 261492 0.08333333333333333
1991 261493 0.07692307692307693
1991 261494 0.07142857142857142
1991 261495 0.06666666666666667
2060 24828 1.0
2060 44687 1.0
2060 70766 0.5
2060 77849 0.3333333333333333
2060 77850 0.25
2060 77851 0.2
3215 146255 1.0
3215 250164 0.16666666666666666
3215 362485 0.3333333333333333
3215 362487 0.25
3448 96717 0.5
3448 103940 0.5
3448 103941 0.3333333333333333
3955 17697 0.5
3955 57755 0.5
3955 57756 0.3333333333333333
3955 59803 0.25
3955 59804 0.2
3955 59805 0.16666666666666666
3955 59806 0.14285714285714285
3955 59807 0.125
3955 59808 0.1111111111111111
3955 59809 0.1
3955 59810 1.0
3955 59865 0.5
3955 59866 0.3333333333333333
4072 22040 1.0
4072 79651 0.5
4072 130139 0.2
4072 142202 0.25
4072 199961 0.2
4072 239265 0.16666666666666666
4072 266091 0.14285714285714285
4342 8702 1.0
4342 26500 0.5
4342 56384 0.5
4342 95792 0.25
4342 95990 0.2
4342 199857 0.5
4342 279946 0.5
4515 7206 1.0
4515 15489 0.5
4515 16088 0.3333333333333333
4515 17635 0.25
4515 19256 0.2
4515 19599 0.16666666666666666
4515 19600 0.14285714285714285
4515 19625 0.125
4750 52361 1.0
4750 88699 0.5
4750 88700 0.3333333333333333
4750 88701 0.25
4750 88702 0.2
4999 114193 1.0
4999 136019 0.3333333333333333
4999 230231 0.3333333333333333
4999 242008 0.25
4999 242009 0.2
4999 245612 0.16666666666666666
5069 22766 1.0
5069 23297 0.5
5069 31585 0.3333333333333333
5069 31586 0.25
5069 31587 0.2
5291 8033 1.0
5291 18837 0.5
5291 26818 0.3333333333333333
5291 28288 0.5
5291 40165 0.3333333333333333
5291 40891 0.25
